student_id,choose_method,concepts,interpretation,research_score,submit_time,percent_submit,gender,department,learning_performance,cheat_index
316,60,58.333333333333336,38.88888888888889,79,139.81483930556308,100,ญ,การศึกษาปฐมวัย,78.75,0.6419615858791261
317,30,25,33.33333333333333,65,158.80084666666056,100,ช,การศึกษาปฐมวัย,78.75,0.9997860216152179
318,20,25,66.66666666666666,68,85.47500659722421,75,ช,การศึกษาปฐมวัย,68.33333333333333,0.9999999999999998
319,30,41.66666666666667,33.33333333333333,69,157.27560874998568,100,ญ,การศึกษาปฐมวัย,80,0.9979919038221501
320,70,58.333333333333336,50,70,158.54380548611283,100,ญ,การศึกษาปฐมวัย,75.17857142857143,0.8412443021610777
321,50,50,38.88888888888889,77,154.85409618054825,100,ญ,การศึกษาปฐมวัย,63.75,0.8373435188201228
322,30,41.66666666666667,44.44444444444444,64,140.51774076387284,50,ญ,การศึกษาปฐมวัย,55,0.6499009769017458
323,20,66.66666666666666,27.77777777777778,77,152.4549205555353,100,ญ,การศึกษาปฐมวัย,55,0.9136944357180465
324,50,25,27.77777777777778,77,143.05038375001817,100,ญ,การศึกษาปฐมวัย,85,1
325,30,33.33333333333333,27.77777777777778,66,159.43809583332805,87.5,ญ,การศึกษาปฐมวัย,81.42857142857143,0.986961568
326,50,58.333333333333336,33.33333333333333,70,111.02003652777935,87.5,ญ,การศึกษาปฐมวัย,83.33333333333333,0.9999999999999999
327,70,50,44.44444444444444,61,156.52906555553278,100,ญ,การศึกษาปฐมวัย,82.5,0.8894598711529518
328,50,25,27.77777777777778,58,143.6938963888917,50,ญ,การศึกษาปฐมวัย,80,0.5284086941793272
329,30,58.333333333333336,55.55555555555556,78,157.0072625694507,100,ญ,การศึกษาปฐมวัย,85,0.9066646658391453
330,60,41.66666666666667,38.88888888888889,75,99.73299187499616,100,ญ,การศึกษาปฐมวัย,65.35714285714286,0.7727255875326802
331,30,50,38.88888888888889,75,118.3130384722352,100,ญ,การศึกษาปฐมวัย,78.75,0.526122323
332,40,50,38.88888888888889,61,151.0382884027726,100,ญ,การศึกษาปฐมวัย,85,0.8367114348344198
333,20,50,44.44444444444444,67,153.39237145831186,100,ญ,การศึกษาปฐมวัย,80,0.6912182305795126
334,20,41.66666666666667,50,67,122.25028951388266,100,ญ,การศึกษาปฐมวัย,68.75,0.9995694838329313
335,50,58.333333333333336,33.33333333333333,81,128.23230111110541,100,ญ,การศึกษาปฐมวัย,78.75,0.8306304916378936
336,20,50,16.666666666666664,76,148.92350222220023,100,ญ,การศึกษาปฐมวัย,66.25,0.6666153999271541
337,70,75,83.33333333333334,94,68.67374548610714,100,ญ,ไทยสังคม,85,0.9035089247107773
338,30,75,44.44444444444444,68,75.65671104166242,75,ช,คณิตศาสตร์,63.333333333333336,0.48820399467044945
339,40,50,55.55555555555556,74,150.8461898610824,87.5,ญ,ไทยสังคม,80,0.8063381412986723
340,30,75,38.88888888888889,79,139.67774618056086,100,ญ,ไทยสังคม,85,1
341,30,41.66666666666667,44.44444444444444,64,157.85878361110886,100,ช,คณิตศาสตร์,82.5,0.6371648939401595
342,60,41.66666666666667,66.66666666666666,71,143.1842765,87.5,ช,คณิตศาสตร์,58.75,0.8663945299288071
343,30,33.33333333333333,33.33333333333333,81,143.21319861110715,100,ญ,ไทยสังคม,85,0.905055945
344,60,75,44.44444444444444,81,131.29539291666612,100,ญ,คณิตศาสตร์,68.75,0.46466488647209653
345,60,58.333333333333336,44.44444444444444,70,113.56250374999311,87.5,ช,คณิตศาสตร์,76.66666666666667,0.7846921731393739
346,50,50,88.88888888888889,76,156.4056441666848,50,ญ,คณิตศาสตร์,80,0.8524620765948522
347,70,50,38.88888888888889,61,146.8141666666667,37.5,ช,คณิตศาสตร์,45,0.39047786683113467
348,10,41.66666666666667,27.77777777777778,72,88.92021381946074,87.5,ญ,คณิตศาสตร์,68.75,0.26172079492099964
349,50,50,44.44444444444444,77,136.2256797222131,62.5,ช,คณิตศาสตร์,97.5,0.4960138012691148
350,66.66666666666666,33.33333333333333,47.05882352941176,75,155.3642716666725,100,ญ,ไทยสังคม,81.25,0.7580014256088115
351,20,33.33333333333333,38.88888888888889,71,149.38191305554574,100,ช,คณิตศาสตร์,80,0.5895832292740678
352,30,50,55.55555555555556,72,128.40604250000584,100,ญ,ไทยสังคม,83.75,0.9999999999999998
353,0,66.66666666666666,61.111111111111114,82,60.515094722227914,100,ญ,ไทยสังคม,83.75,0.979100932
354,50,50,38.88888888888889,84,131.13957847222684,100,ช,คณิตศาสตร์,77.5,0.8959888554273754
355,30,75,66.66666666666666,85,115.04742618054152,100,ช,คณิตศาสตร์,83.75,0.5344077515407583
356,40,75,50,66,152.68976034722394,100,ช,คณิตศาสตร์,82.5,0.740312049
357,40,66.66666666666666,33.33333333333333,75,141.51423972220886,100,ญ,ไทยสังคม,82.5,0.9999999999999998
358,40,41.66666666666667,33.33333333333333,78,158.74186909721956,100,ช,คณิตศาสตร์,78.75,0.7106955252122076
359,20,33.33333333333333,33.33333333333333,62,139.37346409723162,75,ช,คณิตศาสตร์,62.5,0.6622059352137235
360,60,41.66666666666667,50,70,138.75777381944988,100,ช,คณิตศาสตร์,82.5,0.7236633009516424
361,30,41.66666666666667,66.66666666666666,82,151.4948699305455,100,ช,คณิตศาสตร์,80,0.9861073676113762
362,40,41.66666666666667,77.77777777777779,92,137.52855770832963,100,ช,คณิตศาสตร์,72.5,0.45482517600491484
363,40,41.66666666666667,50,70,149.08161625001168,87.5,ญ,คณิตศาสตร์,61.666666666666664,0.9999999999999999
364,40,66.66666666666666,33.33333333333333,82,46.56385312499271,100,ญ,ไทยสังคม,83.75,0.9783341013561959
365,60,58.333333333333336,55.55555555555556,83,52.37365444444948,100,ญ,คณิตศาสตร์,85,0.7348734356295986
366,30,58.333333333333336,44.44444444444444,64,158.09180284723638,100,ช,คณิตศาสตร์,82.5,0.39198117165977453
367,30,41.66666666666667,55.55555555555556,78,114.05558131943147,100,ญ,คณิตศาสตร์,68.92857142857143,0.9021281967917321
368,40,58.333333333333336,66.66666666666666,80,139.26150381944245,100,ญ,ไทยสังคม,76.25,1
369,40,91.66666666666666,38.88888888888889,79,132.02331895833214,87.5,ญ,คณิตศาสตร์,85,0.6483066666055555
370,40,33.33333333333333,38.88888888888889,69,65.30423597223229,100,ช,คณิตศาสตร์,70,0.5352149128176321
371,50,63.63636363636363,38.88888888888889,72,83.56469430554245,100,ญ,คณิตศาสตร์,78.75,0.5413456305511992
372,10,36.36363636363637,5.555555555555555,73,134.54830805554985,100,ญ,ไทยสังคม,85,0.9999999999999999
373,30,50,38.88888888888889,72,127.8443655555778,62.5,ญ,ไทยสังคม,50,0.7363753735166583
374,20,41.66666666666667,55.55555555555556,69,140.44721138887937,100,ช,คณิตศาสตร์,82.5,0.9999999999999998
375,30,66.66666666666666,50,68,150.34353493056364,100,ช,คณิตศาสตร์,81.25,0.9894535427688991
376,30,41.66666666666667,44.44444444444444,74,137.93196895832818,100,ช,คณิตศาสตร์,70,0.8778133706897221
377,50,41.66666666666667,33.33333333333333,80,43.15249777777327,100,ญ,ไทยสังคม,69.46428571428571,0.9646755962410751
378,40,50,50,80,141.0027985416684,87.5,ญ,คณิตศาสตร์,70,0.5846787354022058
379,40,25,27.77777777777778,81,118.5238808333377,100,ญ,คณิตศาสตร์,82.5,0.9999999999999999
380,70,66.66666666666666,55.55555555555556,86,53.06304104167555,100,ญ,ไทยสังคม,83.75,0.9999999999999998
381,40,41.66666666666667,50,77,160.00811187500756,100,ญ,คณิตศาสตร์,73.92857142857143,0.754639538
382,40,16.666666666666664,44.44444444444444,80,151.33748715278176,100,ญ,ไทยสังคม,85,0.9908476346236088
383,30,50,44.44444444444444,77,149.96019618055885,100,ญ,คณิตศาสตร์,76.25,0.6481266965287142
384,40,66.66666666666666,50,83,149.43476902779605,100,ช,คณิตศาสตร์,82.5,0.6323465106084397
385,60,75,66.66666666666666,87,134.01820368056497,100,ช,ไทยสังคม,85,0.9999999999999997
386,20,25,38.88888888888889,61,148.50033243055145,100,ช,คณิตศาสตร์,82.5,0.7901599508898897
387,50,41.66666666666667,22.22222222222222,65,154.6707775694463,87.5,ช,คณิตศาสตร์,82.5,0.6869127277617754
388,60,75,77.77777777777779,79,54.947531180547344,75,ช,คณิตศาสตร์,63.333333333333336,0.5037810884056086
389,10,25,35.294117647058826,57,150.44711951388254,75,ช,คณิตศาสตร์,51.42857142857143,0.4418659089046354
390,50,50,44.44444444444444,78,154.31230222221876,87.5,ช,คณิตศาสตร์,93.33333333333333,0.40571592340833895
391,30,41.66666666666667,50,86,30.016476666662427,100,ช,คณิตศาสตร์,81.25,0.4999488633206453
392,20,33.33333333333333,50,78,127.9306149999963,87.5,ญ,คณิตศาสตร์,83.75,0.6575384095269678
393,40,58.333333333333336,44.44444444444444,73,157.7895881944398,100,ญ,ไทยสังคม,67.5,0.9999999999999999
394,80,50,33.33333333333333,80,121.14160819444392,100,ญ,ไทยสังคม,81.25,0.543336519
395,30,41.66666666666667,44.44444444444444,87,148.47017111111018,100,ญ,ไทยสังคม,67.5,0.6777527314973466
396,50,66.66666666666666,55.55555555555556,77,152.78999611109495,100,ญ,คณิตศาสตร์,85,0.49838888140657733
397,30,33.33333333333333,38.88888888888889,78,157.88459944446882,100,ญ,ไทยสังคม,76.25,0.9101143264398235
398,50,58.333333333333336,55.55555555555556,77,79.70329041668111,100,ญ,ไทยสังคม,83.75,0.9999999999999997
399,50,50,50,76,144.37468534721268,100,ญ,ไทยสังคม,85,0.9418417488304733
400,70,83.33333333333334,50,81,150.51270909723308,100,ญ,คณิตศาสตร์,81.25,0.7103584204617379
401,30,66.66666666666666,33.33333333333333,68,137.94923451388877,100,ญ,คณิตศาสตร์,80,0.8535086147584268
402,50,41.66666666666667,55.55555555555556,71,158.80143006943993,100,ญ,คณิตศาสตร์,72.5,0.5565237589205979
403,50,33.33333333333333,27.77777777777778,71,159.35793430556856,100,ญ,ศิลปศึกษา,80,0.612794636
404,50,33.33333333333333,38.88888888888889,53,156.71751048612924,62.5,ช,ศิลปศึกษา,90,0.8277591700788177
405,30,33.33333333333333,38.88888888888889,52,115.4193705555631,100,ญ,ศิลปศึกษา,72.67857142857143,0.9125313752406378
406,20,25,38.88888888888889,72,150.85066249998079,100,ญ,ศิลปศึกษา,75.17857142857143,0.6410248399290934
407,30,50,22.22222222222222,54,147.11379041668442,100,ญ,ศิลปศึกษา,78.75,0.8995490205513342
408,30,16.666666666666664,33.33333333333333,50,154.13043937499324,87.5,ญ,ศิลปศึกษา,65,0.5569663385459205
409,60,33.33333333333333,38.88888888888889,61,149.35918513887458,75,ช,ศิลปศึกษา,60,0.8274310595928726
