"student_id","choose_method","concepts","interpretation","submit_time","percent_submit","learning_performance","cheat_index","outcome","res_item_difficulty","res_item_score"
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"การออกแบบการวิจัย","Moderate",33.333333333333336
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"มโนทัศน์พื้นฐานการวิจัย","Easy",75
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"มโนทัศน์พื้นฐานการวิจัย","Hard",33.333333333333336
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"มโนทัศน์พื้นฐานการวิจัย","Moderate",50
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"เครื่องมือและการเก็บข้อมูล","Easy",75
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"เครื่องมือและการเก็บข้อมูล","Hard",0
"student_17",50,25,27.7777777777778,143.693896388892,50,80,0.528408694179327,"เครื่องมือและการเก็บข้อมูล","Moderate",33.333333333333336
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"การออกแบบการวิจัย","Easy",100
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"การออกแบบการวิจัย","Hard",0
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"การออกแบบการวิจัย","Moderate",50
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"มโนทัศน์พื้นฐานการวิจัย","Easy",100
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"มโนทัศน์พื้นฐานการวิจัย","Hard",33.333333333333336
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"มโนทัศน์พื้นฐานการวิจัย","Moderate",75
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"เครื่องมือและการเก็บข้อมูล","Easy",100
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"เครื่องมือและการเก็บข้อมูล","Hard",0
"student_18",30,58.3333333333333,55.5555555555556,157.007262569451,100,85,0.906664665839145,"เครื่องมือและการเก็บข้อมูล","Moderate",50
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"การออกแบบการวิจัย","Easy",100
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"การออกแบบการวิจัย","Hard",50
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"การออกแบบการวิจัย","Moderate",16.666666666666664
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"มโนทัศน์พื้นฐานการวิจัย","Easy",100
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"มโนทัศน์พื้นฐานการวิจัย","Hard",33.333333333333336
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"มโนทัศน์พื้นฐานการวิจัย","Moderate",50
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"เครื่องมือและการเก็บข้อมูล","Easy",75
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"เครื่องมือและการเก็บข้อมูล","Hard",0
"student_19",60,41.6666666666667,38.8888888888889,99.7329918749962,100,65.3571428571429,0.77272558753268,"เครื่องมือและการเก็บข้อมูล","Moderate",66.66666666666666
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"การออกแบบการวิจัย","Easy",100
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"การออกแบบการวิจัย","Hard",50
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"การออกแบบการวิจัย","Moderate",66.66666666666666
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"มโนทัศน์พื้นฐานการวิจัย","Easy",100
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"มโนทัศน์พื้นฐานการวิจัย","Hard",0
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"มโนทัศน์พื้นฐานการวิจัย","Moderate",75
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"เครื่องมือและการเก็บข้อมูล","Easy",100
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"เครื่องมือและการเก็บข้อมูล","Hard",0
"student_20",30,50,38.8888888888889,118.313038472235,100,78.75,0.526122323177579,"เครื่องมือและการเก็บข้อมูล","Moderate",66.66666666666666
"student_21",40,50,38.8888888888889,151.038288402773,100,85,0.83671143483442,"การออกแบบการวิจัย","Easy",66.66666666666666
