student_level,year,province,precipiration_anomaly_mean,precipiration_anomaly_sd,precipiration_anomaly_median,precipiration_anomaly_min,precipiration_anomaly_Q25,precipiration_anomaly_Q75,precipiration_anomaly_max,cmer_risk_mean,cmer_risk_sd,cmer_risk_median,cmer_risk_min,cmer_risk_Q25,cmer_risk_Q75,cmer_risk_max,high_risk_school_mean,high_risk_school_sd
m3,2020,อ่างทอง,0.41561866521132634,0.5682934828079617,0.6133133842830856,-1.358806377247871,0.5353274151608829,0.6397493060194255,0.6397493060194255,0.6099387696348036,0.24691810869815758,0.7152448112696339,0.06876940264408161,0.4648572636733411,0.8061643475822493,0.8585698078182147,0.30434782608695654,0.4704719688969649
m3,2020,เชียงราย,0.2702174176201719,1.005690311505247,0.47320299908048413,-1.6892553989521193,-0.16125912259167335,1.023070171196354,1.6601758850421455,0.5068522497632281,0.2839591285963056,0.5049142247786418,0.00613484128183117,0.2578631008246856,0.7679938994228657,0.9493407387218862,0.2,0.40160966445124935
m3,2020,เชียงใหม่,0.41399237658373156,0.8617078612207355,0.5948082390676476,-1.8267221919810868,0.11103087129262752,1.025713763369988,1.5491450137495175,0.5978253716611291,0.2526116485385119,0.6458386757226536,0.01712464501143413,0.421967341689686,0.8066438667047953,0.9613921451000752,0.27624309392265195,0.4483788409609505
m3,2020,เพชรบุรี,0.1344627110134742,0.7826815915063479,0.02114873738907197,-1.488342393755936,-0.3436669825724187,1.0918035677108375,1.0918035677108375,0.5223887755500846,0.27042039025758613,0.5058531409598502,0.05264817483026534,0.3028399614831608,0.779191343410207,0.9163658651732568,0.20454545454545453,0.40803245735839205
m3,2020,เพชรบูรณ์,0.5436778094871236,0.5418306067851848,0.6423928981930594,-1.2054780311770994,0.5644069290708568,0.8591674564310466,1.2953601650806548,0.6919979304710181,0.22382973362625555,0.7735666379812292,0.03723716650134535,0.6282520822833202,0.8429254809059116,0.972668304203516,0.4126984126984127,0.4942847967694941
m3,2020,เลย,-0.899414798503107,0.7202793881325944,-1.017782986849086,-1.8505145215437924,-1.4374532444134815,-0.6450364903666934,0.6661852277557654,0.35027722160041824,0.2356881832630285,0.308654313275431,0.00732926608112317,0.17877941088648477,0.5067734628167088,0.9044631946952107,0.05102040816326533,0.22117068930131134
m3,2020,แพร่,-0.5216688555971074,0.9997702804382507,-1.1288138581417135,-1.9218915102319103,-1.2424883216079752,0.6952647416657393,0.766641730353857,0.3160182654699032,0.2514608021642839,0.21339490117046803,0.00371740476767004,0.11510307353265446,0.5511850259005735,0.8544293780655354,0.025641025641025626,0.16012815380508713
m3,2020,แม่ฮ่องสอน,0.46254601813052204,0.36317368117766585,0.48509916386183705,-1.5517886059231518,0.24849766432159495,0.6635416355821313,0.991347065112746,0.7263583297531799,0.16712496176188332,0.7701861849121443,0.13703929696695233,0.6698372493571807,0.834921231539163,0.9283321740315,0.375,0.4879500364742666
m3,2021,กระบี่,0.35011476836176986,0.3419913587690675,0.4467670773441443,-0.9622675512027722,0.44147989299687623,0.4943517364695561,0.507569697337726,0.6234019633205005,0.20110164819892504,0.6774601995198967,0.15357163524365983,0.5000268421725478,0.7623906477585659,0.894490978296254,0.17073170731707318,0.38094875143451
m3,2021,กรุงเทพมหานคร,-0.7674092248558798,0.5091046200440644,-1.0680112381481317,-1.255706282476145,-1.0680112381481317,-0.6291749373248894,0.5789466860258436,0.14028282428862612,0.1524602983356363,0.0855904225083795,3.3724511995627144e-4,0.02632225867070736,0.2075226629922642,0.6656648606805199,0,0
